"trait","meanImp","medianImp","minImp","maxImp","normHits","decision"
"top.intensity.vis.hsv.v.mean.27",0.265871648038863,0,0,1.39339660689678,0.00133422281521014,"Rejected"
"top.intensity.vis.lab.b.mean.27",0.717456433358241,1.00100150250438,0,2.54513090599684,0.513008672448299,"Confirmed"
"top.intensity.vis.lab.l.mean.27",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.rgb.blue.mean.27",0.291590375701305,0,-1.00100150250438,1.41658887398429,0.00200133422281521,"Rejected"
"top.intensity.vis.rgb.red.mean.27",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.rgb.green.mean.27",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.hsv.h.mean.27",0,0,0,0,0,"Rejected"
"top.intensity.fluo.hsv.v.mean.27",0.643174368586524,1.00100150250438,0,2.51447530547662,0.462975316877919,"Tentative"
"top.intensity.fluo.hsv.s.mean.27",0.353306855255085,0,0,1.41343494533048,0.00066711140760507,"Rejected"
"top.geometry.fluo.branchpoint.count.28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.border.length..px..28",0.494707273085987,0,-1.00100150250438,1.98359210430823,0.0100066711140761,"Rejected"
"top.geometry.fluo.circumcircle.d..px..28",0.0920536235719552,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..28",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..28",0.520111668062462,0,0,2.08564937695228,0.0173448965977318,"Rejected"
"top.geometry.fluo.hull.compactness.16.28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.circularity.28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.length.28",0.282585912406955,0,0,1.41696070350181,0.00266844563042028,"Rejected"
"top.geometry.fluo.hull.fillgrade.....28",0.390680171189197,0,-1.00100150250438,1.19727307744246,0.00066711140760507,"Rejected"
"top.geometry.fluo.compactness.16.28",0.347907725069,0,0,1.3713996008274,0.00133422281521014,"Rejected"
"top.geometry.fluo.area..px.2..28",0.236932703927432,0,0,1.63930572851771,0.00133422281521014,"Rejected"
"top.geometry.fluo.leaf.length.mean..px..28",0.480477303793185,0,0,1.37254582623978,0.0066711140760507,"Rejected"
"top.geometry.fluo.leaf.curvature.avg.28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.count.28",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.points.28",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..28",0.162727543918564,0,0,1.41527541728108,0.00066711140760507,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..28",0.427667582957848,0,0,1.68028810017692,0.00333555703802535,"Rejected"
"top.geometry.fluo.minrectangle.length.a..px..28",0.340623972727541,0,0,1.3687951702322,0.00133422281521014,"Rejected"
"top.geometry.fluo.hull.pc2..px..28",0.527600634605553,0,0,1.72017491626972,0.0160106737825217,"Rejected"
"top.geometry.fluo.hull.pc1..px..28",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..28",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.lab.b.mean.28",1.53633021737419,1.63171542683757,0,2.86354772784626,0.9079386257505,"Confirmed"
"top.intensity.fluo.lab.a.mean.28",1.54657632788054,1.62726539982888,0,2.97616559592246,0.913942628418946,"Confirmed"
"top.intensity.fluo.lab.l.mean.28",1.88076080444884,1.92070616698348,0,3.72711400042821,0.965310206804536,"Confirmed"
"top.intensity.vis.hsv.h.brown2green.28",0,0,0,0,0,"Rejected"
"top.intensity.nir.mean.28",3.75525517018309,3.76640471546225,1.97765941661704,5.5826743722795,1,"Confirmed"
"top.intensity.vis.hsv.h.red2green.28",0,0,0,0,0,"Rejected"
"top.intensity.vis.hsv.s.mean.28",3.75045540638054,3.74016509765286,1.93062307532234,5.54064632530806,1,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.28",0.437938157345668,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.h.mean.28",0.618332399240039,0.500500751252191,0,2.18950366487856,0.0160106737825217,"Rejected"
"top.intensity.fluo.intensity.mean.28",3.76328414546904,3.77316482952866,2.07390695782211,5.14900581702842,1,"Confirmed"
"top.intensity.vis.lab.a.mean.28",2.3849210531945,2.40170356199599,0,4.04796920213668,0.99733155436958,"Confirmed"
"top.intensity.vis.hsv.v.mean.28",0.48422199329494,0,0,2.19221107036263,0.0153435623749166,"Rejected"
"top.intensity.vis.lab.b.mean.28",3.76201731444265,3.7914006333522,1.69559143819213,5.3385269555226,1,"Confirmed"
"top.intensity.vis.lab.l.mean.28",0.539760824861504,0,0,1.84538743742534,0.0253502334889927,"Rejected"
"top.intensity.vis.rgb.blue.mean.28",0.383785142744543,0,0,1.80794057188824,0.00333555703802535,"Rejected"
"top.intensity.vis.rgb.red.mean.28",0.496350532149245,0,0,1.4143476525947,0.00066711140760507,"Rejected"
"top.intensity.vis.rgb.green.mean.28",0.586118498137379,1.00100150250438,0,1.97753974873744,0.018679119412942,"Rejected"
"top.intensity.fluo.hsv.h.mean.28",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.hsv.v.mean.28",1.64742927208244,1.69797966338927,0,3.00747194137395,0.928619079386258,"Confirmed"
"top.intensity.fluo.hsv.s.mean.28",0.375375563439144,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.branchpoint.count.29",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.geometry.fluo.border.length..px..29",0.591218255682368,1.00100150250438,0,1.95145381067061,0.115410273515677,"Rejected"
"top.geometry.fluo.circumcircle.d..px..29",0.246166192004492,0,-1.00100150250438,1.38842348151405,0.00333555703802535,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..29",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..29",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..29",0.785517094079546,1.00100150250438,0,2.32310577814993,0.552368245496998,"Confirmed"
"top.geometry.fluo.hull.compactness.16.29",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.circularity.29",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.length.29",0.493243280113551,0,-1.00100150250438,1.70634785928786,0.00333555703802535,"Rejected"
"top.geometry.fluo.hull.fillgrade.....29",0.300983434890729,0,0,1.31564462018339,0.00066711140760507,"Rejected"
"top.geometry.fluo.compactness.16.29",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.area..px.2..29",0.611524737514051,1.00100150250438,0,2.37837793608093,0.0620413609072715,"Rejected"
"top.geometry.fluo.leaf.length.mean..px..29",0.357713778818494,0,-1.00100150250438,1.36064673076029,0.00066711140760507,"Rejected"
"top.geometry.fluo.leaf.curvature.avg.29",0.216377151615726,0,0,1.41695205380618,0.00200133422281521,"Rejected"
"top.geometry.fluo.leaf.count.29",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.points.29",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..29",0.110444511323023,0,-1.00100150250438,1.41705050316284,0.00133422281521014,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..29",0.558029322081826,0,0,2.23359752395471,0.0513675783855904,"Rejected"
"top.geometry.fluo.minrectangle.length.a..px..29",0.462741437347882,0,0,1.84904647943245,0.0213475650433622,"Rejected"
"top.geometry.fluo.hull.pc2..px..29",1.16786925928819,1.3063455619986,0,2.92465351053818,0.761174116077385,"Confirmed"
"top.geometry.fluo.hull.pc1..px..29",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..29",0,0,0,0,0,"Rejected"
"top.intensity.fluo.lab.b.mean.29",3.7173508907381,3.71922290092041,1.68161922094421,5.46484786344055,1,"Confirmed"
"top.intensity.fluo.lab.a.mean.29",3.77949932361094,3.81441262057457,1.72303916097479,5.36064448479348,1,"Confirmed"
"top.intensity.fluo.lab.l.mean.29",3.77664416866572,3.7968754701487,1.97828806706758,5.51278004406973,1,"Confirmed"
"top.intensity.vis.hsv.h.brown2green.29",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.intensity.nir.mean.29",3.75025188463754,3.75506061640873,2.09813752470161,5.39960180658661,1,"Confirmed"
"top.intensity.vis.hsv.h.red2green.29",0,0,0,0,0,"Rejected"
"top.intensity.vis.hsv.s.mean.29",3.76786488117805,3.78271404798289,1.72601847334204,5.36302356645297,1,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.29",0.551259017200839,0,0,1.83641671614038,0.00600400266844563,"Rejected"
"top.intensity.vis.hsv.h.mean.29",0.564349472718821,0,0,1.97568126382141,0.0120080053368913,"Rejected"
"top.intensity.fluo.intensity.mean.29",3.77775824538456,3.77728182614732,1.97788786241416,5.60930100035514,1,"Confirmed"
"top.intensity.vis.lab.a.mean.29",2.40630053271044,2.42921857857609,0,3.68499316015837,0.993328885923949,"Confirmed"
"top.intensity.vis.hsv.v.mean.29",0.559432632014078,0,-1.00100150250438,2.11285971847608,0.0426951300867245,"Rejected"
"top.intensity.vis.lab.b.mean.29",3.76483309431794,3.7415010112091,1.94317876137504,5.2892313576211,1,"Confirmed"
"top.intensity.vis.lab.l.mean.29",0.45307524731342,0,-1.00100150250438,1.97026041813719,0.0246831220813876,"Rejected"
"top.intensity.vis.rgb.blue.mean.29",0.558514974892034,0,0,2.11213061314762,0.0353569046030687,"Rejected"
"top.intensity.vis.rgb.red.mean.29",0.204491943254843,0,0,1.29132630083854,0.00066711140760507,"Rejected"
"top.intensity.vis.rgb.green.mean.29",0.541142478351281,0,0,1.70260119015392,0.0153435623749166,"Rejected"
"top.intensity.fluo.hsv.h.mean.29",0.303325831668318,0,0,1.36483495251276,0.00066711140760507,"Rejected"
"top.intensity.fluo.hsv.v.mean.29",3.76239227488775,3.76206330676781,1.61811476142442,5.30843482807549,1,"Confirmed"
"top.intensity.fluo.hsv.s.mean.29",0.469557871761717,0,0,1.70132637497931,0.00333555703802535,"Rejected"
"top.geometry.fluo.branchpoint.count.30",0,0,0,0,0,"Rejected"
"top.geometry.fluo.border.length..px..30",1.32694801099438,1.40511389068426,0,2.93763386379877,0.832555036691127,"Confirmed"
"top.geometry.fluo.circumcircle.d..px..30",0.4601988168324,0,0,1.41705050316284,0.00600400266844563,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..30",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..30",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..30",3.76330081632092,3.78027198345186,1.97523980466762,5.31279609830888,1,"Confirmed"
"top.geometry.fluo.hull.compactness.16.30",0.387328183082138,0,0,1.38348533108021,0.00266844563042028,"Rejected"
"top.geometry.fluo.hull.circularity.30",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.length.30",1.45792863171416,1.41660610559078,0,2.87909446889502,0.891927951967979,"Confirmed"
"top.geometry.fluo.hull.fillgrade.....30",0.394775426221125,0,0,1.28327343311295,0.00066711140760507,"Rejected"
"top.geometry.fluo.compactness.16.30",0.238333691072472,0,0,1.00100150250438,0.00066711140760507,"Rejected"
"top.geometry.fluo.area..px.2..30",3.76452549533415,3.78892756740975,1.90903262603497,5.29819986031471,1,"Confirmed"
"top.geometry.fluo.leaf.length.mean..px..30",1.78168445025367,1.80991969487001,0,3.48884736760696,0.949299533022015,"Confirmed"
"top.geometry.fluo.leaf.curvature.avg.30",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.leaf.count.30",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.points.30",0.320564573957408,0,0,1.7699154936826,0.00466977985323549,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..30",0.564124337527763,0,0,1.8464867222267,0.0233488992661775,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..30",1.97958791914106,1.98047724640197,0,3.41419711148004,0.979986657771848,"Confirmed"
"top.geometry.fluo.minrectangle.length.a..px..30",1.87392967227404,1.92636661281604,0,3.21654108818379,0.971981320880587,"Confirmed"
"top.geometry.fluo.hull.pc2..px..30",2.30541265310291,2.33221448852682,0,3.95538111576475,0.992661774516344,"Confirmed"
"top.geometry.fluo.hull.pc1..px..30",0.371107833500851,0,0,1.73330922110114,0.00200133422281521,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..30",0,0,0,0,0,"Rejected"
"top.intensity.fluo.lab.b.mean.30",3.73996579800496,3.74201825411431,2.21351739228288,5.57024061010432,1,"Confirmed"
"top.intensity.fluo.lab.a.mean.30",3.77138360044553,3.79942166074397,2.13022114171158,5.36602528562297,1,"Confirmed"
"top.intensity.fluo.lab.l.mean.30",3.77990373201026,3.75774980832318,1.98588543659473,5.5014191781752,1,"Confirmed"
"top.intensity.vis.hsv.h.brown2green.30",0,0,0,0,0,"Rejected"
"top.intensity.nir.mean.30",3.77553021972962,3.78149536919138,1.89076648287863,5.68461203496045,1,"Confirmed"
"top.intensity.vis.hsv.h.red2green.30",1.38777878078145e-17,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.s.mean.30",3.75919240221884,3.74898710864754,1.41058643228456,5.32405558875093,1,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.30",0.221666069154091,0,-1.00100150250438,1.65198294472275,0.00066711140760507,"Rejected"
"top.intensity.vis.hsv.h.mean.30",0.485476163914916,0,0,1.93898703098536,0.00933955970647098,"Rejected"
"top.intensity.fluo.intensity.mean.30",3.74696172609788,3.76428589961865,1.91596194435875,5.18078367285617,1,"Confirmed"
"top.intensity.vis.lab.a.mean.30",2.53940384941481,2.56345302662118,0,4.1522232212134,0.99866577718479,"Confirmed"
"top.intensity.vis.hsv.v.mean.30",0.785942241873246,1.00100150250438,-1.00100150250438,2.24734209938217,0.555703802535023,"Confirmed"
"top.intensity.vis.lab.b.mean.30",3.74913123546487,3.73718141609831,1.69220158750714,5.51268423682571,1,"Confirmed"
"top.intensity.vis.lab.l.mean.30",0.515283167911906,0,-1.00100150250438,2.25414529034127,0.0533689126084056,"Rejected"
"top.intensity.vis.rgb.blue.mean.30",2.465900844007,2.46071455408041,0,4.32488509735929,0.996664442961975,"Confirmed"
"top.intensity.vis.rgb.red.mean.30",0,0,0,0,0,"Rejected"
"top.intensity.vis.rgb.green.mean.30",0.782431695666194,1.00100150250438,-1.00100150250438,2.71401700144756,0.561707805203469,"Confirmed"
"top.intensity.fluo.hsv.h.mean.30",0.0625625939065239,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.fluo.hsv.v.mean.30",3.7486208261772,3.74055455442285,1.69550812800385,5.20212249682336,1,"Confirmed"
"top.intensity.fluo.hsv.s.mean.30",0.521257287322264,0,0,2.27374993353105,0.0386924616410941,"Rejected"
"top.geometry.fluo.branchpoint.count.31",0,0,0,0,0,"Rejected"
"top.geometry.fluo.border.length..px..31",0.512760462016615,0,0,1.93652415940228,0.0180120080053369,"Rejected"
"top.geometry.fluo.circumcircle.d..px..31",0.340733849164005,0,0,1.1494018174178,0.00066711140760507,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..31",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..31",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..31",2.26917297567892,2.29814300503203,0,4.08658223434117,0.991994663108739,"Confirmed"
"top.geometry.fluo.hull.compactness.16.31",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.circularity.31",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.length.31",1.48520926484599,1.48709415871538,0,3.10651867609829,0.889259506337558,"Confirmed"
"top.geometry.fluo.hull.fillgrade.....31",0.400400601001753,0,0,1.00100150250438,0.00133422281521014,"Rejected"
"top.geometry.fluo.compactness.16.31",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.area..px.2..31",3.75767715333338,3.77562748996718,2.15424856063369,5.27006437573461,1,"Confirmed"
"top.geometry.fluo.leaf.length.mean..px..31",0.371966196774709,0,-1.00100150250438,1.6312734170334,0.00266844563042028,"Rejected"
"top.geometry.fluo.leaf.curvature.avg.31",0.537686715805994,0,0,2.00356987082084,0.0246831220813876,"Rejected"
"top.geometry.fluo.leaf.count.31",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.points.31",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..31",0.428850173214688,0,0,1.94419749020848,0.00333555703802535,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..31",1.5418694123285,1.62713643058236,0,2.95147429342403,0.90393595730487,"Confirmed"
"top.geometry.fluo.minrectangle.length.a..px..31",0.502750395964154,0,0,1.37021526937856,0.00133422281521014,"Rejected"
"top.geometry.fluo.hull.pc2..px..31",1.28576479846907,1.390316216229,0,3.19382193870833,0.820547031354236,"Confirmed"
"top.geometry.fluo.hull.pc1..px..31",0.30496572311741,0,0,1.00100150250438,0,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..31",0,0,0,0,0,"Rejected"
"top.intensity.fluo.lab.b.mean.31",0.494622926994219,0,0,1.9943623541845,0.0266844563042028,"Rejected"
"top.intensity.fluo.lab.a.mean.31",0.473606354538745,0,-1.00100150250438,1.92495825568723,0.0213475650433622,"Rejected"
"top.intensity.fluo.lab.l.mean.31",0.539048495752106,0,-1.00100150250438,2.18097706174317,0.028685790527018,"Rejected"
"top.intensity.vis.hsv.h.brown2green.31",0.125125187813048,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.nir.mean.31",3.74747957352441,3.75589478210224,1.72183157827875,5.39138559385265,1,"Confirmed"
"top.intensity.vis.hsv.h.red2green.31",0,0,0,0,0,"Rejected"
"top.intensity.vis.hsv.s.mean.31",2.56461599822489,2.5785791462992,0,4.01929277363232,0.999332888592395,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.31",0.602595625204627,1.00100150250438,-1.00100150250438,2.11712442729671,0.310206804536358,"Rejected"
"top.intensity.vis.hsv.h.mean.31",0,0,0,0,0,"Rejected"
"top.intensity.fluo.intensity.mean.31",0.519713528056433,0,-1.00100150250438,1.96994115814754,0.0100066711140761,"Rejected"
"top.intensity.vis.lab.a.mean.31",0.585674898049339,1.00100150250438,0,2.36108246279659,0.130086724482989,"Rejected"
"top.intensity.vis.hsv.v.mean.31",0,0,0,0,0,"Rejected"
"top.intensity.vis.lab.b.mean.31",2.56403780893798,2.58372218566118,1.00100150250438,4.1326998317981,0.999332888592395,"Confirmed"
"top.intensity.vis.lab.l.mean.31",-2.77555756156289e-17,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.vis.rgb.blue.mean.31",2.28177315689266,2.28894978547777,0,3.82514048271531,0.994663108739159,"Confirmed"
"top.intensity.vis.rgb.red.mean.31",0.305440045427137,0,0,1.40923344144795,0.00066711140760507,"Rejected"
"top.intensity.vis.rgb.green.mean.31",0.0476667382144944,0,0,1.00100150250438,0.00066711140760507,"Rejected"
"top.intensity.fluo.hsv.h.mean.31",0.155894348490546,0,0,1.2717783132927,0.00066711140760507,"Rejected"
"top.intensity.fluo.hsv.v.mean.31",0.540923348443881,0,0,1.99827205911793,0.0160106737825217,"Rejected"
"top.intensity.fluo.hsv.s.mean.31",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.branchpoint.count.32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.border.length..px..32",0.437938157345667,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.circumcircle.d..px..32",0.125125187813048,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..32",0,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..32",0.256839548324271,0,0,1.38962450479215,0.00066711140760507,"Rejected"
"top.geometry.fluo.hull.compactness.16.32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.circularity.32",0.203330680930026,0,0,1.26693979201741,0.00066711140760507,"Rejected"
"top.geometry.fluo.hull.length.32",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.fillgrade.....32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.compactness.16.32",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.area..px.2..32",0.504605076797024,0,-1.00100150250438,2.22100056945,0.0340226817878586,"Rejected"
"top.geometry.fluo.leaf.length.mean..px..32",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.leaf.curvature.avg.32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.count.32",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.points.32",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..32",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..32",0.556404774064759,0,0,2.16239018859523,0.0153435623749166,"Rejected"
"top.geometry.fluo.minrectangle.length.a..px..32",0.15180179773432,0,0,1.18583474741195,0.00066711140760507,"Rejected"
"top.geometry.fluo.hull.pc2..px..32",0.444363545932832,0,0,1.69170057798824,0.00867244829886591,"Rejected"
"top.geometry.fluo.hull.pc1..px..32",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..32",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.lab.b.mean.32",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.lab.a.mean.32",0.381333905715955,0,-1.00100150250438,1.00100150250438,0.00066711140760507,"Rejected"
"top.intensity.fluo.lab.l.mean.32",0.238333691072472,0,0,1.00100150250438,0.00066711140760507,"Rejected"
"top.intensity.vis.hsv.h.brown2green.32",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.nir.mean.32",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.h.red2green.32",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.s.mean.32",1.3574488344375,1.40710264137746,-1.00100150250438,3.09146988632442,0.842561707805203,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.32",0.522791412962235,0,0,2.04249351492886,0.0140093395597065,"Rejected"
"top.intensity.vis.hsv.h.mean.32",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.intensity.mean.32",0.256213743666042,0,-1.00100150250438,1.53346273121507,0.00200133422281521,"Rejected"
"top.intensity.vis.lab.a.mean.32",0.250250375626096,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.v.mean.32",0.125125187813048,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.vis.lab.b.mean.32",1.38777878078145e-17,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.vis.lab.l.mean.32",0.482688484832796,0,0,1.41246757828475,0.00133422281521014,"Rejected"
"top.intensity.vis.rgb.blue.mean.32",0.649845777076916,1.00100150250438,-1.00100150250438,2.40948775211761,0.47231487658439,"Tentative"
"top.intensity.vis.rgb.red.mean.32",0.58543400821009,1.00100150250438,0,2.18343593642673,0.0787191460973983,"Rejected"
"top.intensity.vis.rgb.green.mean.32",0.113753727662633,0,0,1.3878267784109,0.00066711140760507,"Rejected"
"top.intensity.fluo.hsv.h.mean.32",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.hsv.v.mean.32",0.389639511558776,0,0,1.41120774204966,0.00133422281521014,"Rejected"
"top.intensity.fluo.hsv.s.mean.32",0.062562593906524,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.geometry.fluo.branchpoint.count.33",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.geometry.fluo.border.length..px..33",0.143000214643483,0,0,1.00100150250438,0.00066711140760507,"Rejected"
"top.geometry.fluo.circumcircle.d..px..33",0,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.centroid.y..px..33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.centroid.x..px..33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.area..px..33",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.compactness.16.33",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.circularity.33",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.length.33",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.fillgrade.....33",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.geometry.fluo.compactness.16.33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.area..px.2..33",0.527942851182975,0,0,2.04745908123173,0.00400266844563042,"Rejected"
"top.geometry.fluo.leaf.length.mean..px..33",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.leaf.curvature.avg.33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.count.33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.hull.points.33",0,0,0,0,0,"Rejected"
"top.geometry.fluo.leaf.width.mean..px..33",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.minrectangle.length.b..px..33",0.301659807004408,0,0,1.00100150250438,0,"Rejected"
"top.geometry.fluo.minrectangle.length.a..px..33",0.0637845467940505,0,-1.00100150250438,1.33947548267506,0.00066711140760507,"Rejected"
"top.geometry.fluo.hull.pc2..px..33",0.0625625939065239,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.geometry.fluo.hull.pc1..px..33",0,0,0,0,0,"Rejected"
"top.geometry.vis.leaftip.count..leaftips..33",0,0,0,0,0,"Rejected"
"top.intensity.fluo.lab.b.mean.33",-0.0625625939065239,0,-1.00100150250438,0,0,"Rejected"
"top.intensity.fluo.lab.a.mean.33",0,0,0,0,0,"Rejected"
"top.intensity.fluo.lab.l.mean.33",0.0625625939065239,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.h.brown2green.33",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.intensity.nir.mean.33",0.187687781719572,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.h.red2green.33",0,0,0,0,0,"Rejected"
"top.intensity.vis.hsv.s.mean.33",1.48921633287702,1.54300107449073,-1.00100150250438,2.83065523504199,0.885256837891928,"Confirmed"
"top.intensity.vis.hsv.h.yellow2green.33",0.417509293051775,0,-1.00100150250438,1.41648318249849,0.00333555703802535,"Rejected"
"top.intensity.vis.hsv.h.mean.33",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.intensity.fluo.intensity.mean.33",0,0,0,0,0,"Rejected"
"top.intensity.vis.lab.a.mean.33",0.0625625939065239,0,-1.00100150250438,1.00100150250438,0,"Rejected"
"top.intensity.vis.hsv.v.mean.33",0.31281296953262,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.lab.b.mean.33",0.125125187813048,0,0,1.00100150250438,0,"Rejected"
"top.intensity.vis.lab.l.mean.33",0.461966861400977,0,0,1.58351146639617,0.00533689126084056,"Rejected"
