Plant.ID;Treatment;DAS;Field.Capacity
1745AJ034;D;5;90.93210125
1745AJ034;D;7;89.72679791
1745AJ034;D;8;89.72679791
1745AJ034;D;10;81.69144235
1745AJ034;D;11;81.69144235
1745AJ034;D;12;81.69144235
1745AJ034;D;13;82.09321012
1745AJ034;D;14;81.69144235
1745AJ034;D;15;81.69144235
1745AJ034;D;16;70.04017678
1745AJ034;D;17;59.59421454
1745AJ034;D;18;51.55885898
1745AJ034;D;19;45.53234231
1745AJ034;D;20;40.71112897
1745AJ034;D;21;35.48814785
1745AJ034;D;22;31.06870229
1745AJ040;D;1;96.95861792
1745AJ040;D;5;99.77099237
1745AJ040;D;7;96.15508236
1745AJ040;D;8;96.55685014
1745AJ040;D;10;88.52149458
1745AJ040;D;11;88.1197268
1745AJ040;D;12;88.52149458
1745AJ040;D;13;88.52149458
1745AJ040;D;14;88.52149458
1745AJ040;D;15;88.52149458
1745AJ040;D;16;78.07553234
1745AJ040;D;17;68.43310566
1745AJ040;D;18;60.79951788
1745AJ040;D;19;55.97830454
1745AJ040;D;20;50.75532342
1745AJ040;D;21;45.53234231
1745AJ040;D;22;40.71112897
1745AJ040;D;23;36.69345119
1745AJ040;D;24;33.07754118
1745AJ040;D;25;29.46163118
1745AJ040;D;26;26.24748895
1745AJ040;D;27;23.03334673
1745AJ040;D;28;20.62274006
1745AJ040;D;29;17.81036561
1745AJ040;D;30;38.3005223
1745AJ040;D;31;85.30735235
1745AJ040;D;32;88.32061069
1745AJ040;D;33;87.91884291
1745AJ040;D;34;87.91884291
1745AJ040;D;35;87.91884291
1745AJ040;D;36;87.91884291
1745AJ040;D;37;88.32061069
1745AJ040;D;38;87.51707513
1745AJ042;WW;1;86.91442346
1745AJ042;WW;5;88.52149458
1745AJ042;WW;7;86.11088791
1745AJ042;WW;8;86.51265569
1745AJ042;WW;10;78.07553234
1745AJ042;WW;11;78.07553234
1745AJ042;WW;12;78.47730012
1745AJ042;WW;13;78.47730012
1745AJ042;WW;14;78.47730012
1745AJ042;WW;15;78.07553234
1745AJ042;WW;16;78.07553234
1745AJ042;WW;17;78.07553234
1745AJ042;WW;18;78.47730012
1745AJ042;WW;19;78.07553234
1745AJ042;WW;20;77.67376456
1745AJ042;WW;21;78.07553234
1745AJ042;WW;22;78.07553234
1745AJ054;D;1;88.1197268
1745AJ054;D;5;88.52149458
1745AJ054;D;7;87.71795902
1745AJ054;D;8;87.71795902
1745AJ054;D;10;79.28083568
1745AJ054;D;11;79.68260346
1745AJ054;D;12;79.28083568
1745AJ054;D;13;79.68260346
1745AJ054;D;14;79.28083568
1745AJ054;D;15;79.28083568
1745AJ054;D;16;66.42426677
1745AJ054;D;17;55.17476898
1745AJ054;D;18;47.13941342
1745AJ054;D;19;40.71112897
1745AJ054;D;20;36.29168341
1745AJ054;D;21;31.06870229
1745AJ054;D;22;27.05102451
1745AJ054;D;23;23.83688228
1745AJ054;D;24;20.62274006
1745AJ054;D;25;17.81036561
1745AJ054;D;26;15.39975894
1745AJ054;D;27;12.98915227
1745AJ054;D;28;10.5785456
1745AJ054;D;29;8.56970671
1745AJ054;D;30;29.86339896
1745AJ054;D;31;76.87022901
1745AJ054;D;32;79.48171957
1745AJ054;D;33;79.07995179
1745AJ054;D;34;79.07995179
1745AJ054;D;35;79.07995179
1745AJ054;D;36;79.07995179
1745AJ054;D;37;79.07995179
1745AJ054;D;38;79.07995179
1745AJ054;D;39;79.07995179
1745AJ054;D;40;79.07995179
1745AJ054;D;41;79.07995179
1745AJ055;D;1;82.89674568
1745AJ055;D;5;81.28967457
1745AJ055;D;7;82.09321012
1745AJ055;D;8;82.09321012
1745AJ055;D;10;74.05785456
1745AJ055;D;11;74.05785456
1745AJ055;D;12;74.45962234
1745AJ055;D;13;74.45962234
1745AJ055;D;14;74.05785456
1745AJ055;D;15;74.05785456
1745AJ055;D;16;60.3977501
1745AJ055;D;17;49.55002009
1745AJ055;D;18;43.12173564
1745AJ055;D;19;37.09521896
1745AJ055;D;20;32.6757734
1745AJ055;D;21;27.45279229
1745AJ055;D;22;23.03334673
1745AJ055;D;23;19.41743672
1745AJ055;D;24;16.60506227
1745AJ055;D;25;13.79268783
1745AJ055;D;26;11.38208116
1745AJ055;D;27;8.971474488
1745AJ055;D;28;6.560867818
1745AJ055;D;29;4.552028927
1745AJ055;D;30;25.44395339
1745AJ055;D;31;71.64724789
1745AJ055;D;32;74.25873845
1745AJ055;D;33;73.85697067
1745AJ055;D;34;74.25873845
1745AJ055;D;35;74.25873845
1745AJ055;D;36;73.85697067
1745AJ055;D;37;73.85697067
1745AJ055;D;38;73.85697067
1745AJ055;D;39;73.85697067
1745AJ055;D;40;74.25873845
1745AJ055;D;41;73.85697067
1745AJ055;D;42;73.85697067
1745AJ055;D;43;73.85697067
1745AJ055;D;44;73.85697067
1745AJ056;D;1;88.1197268
1745AJ056;D;5;84.50381679
1745AJ056;D;7;87.31619124
1745AJ056;D;8;87.71795902
1745AJ056;D;10;79.28083568
1745AJ056;D;11;79.28083568
1745AJ056;D;12;79.28083568
1745AJ056;D;13;79.68260346
1745AJ056;D;14;79.68260346
1745AJ056;D;15;79.28083568
1745AJ056;D;16;65.62073122
1745AJ056;D;17;54.37123343
1745AJ056;D;18;46.73764564
1745AJ056;D;19;40.71112897
1745AJ056;D;20;36.29168341
1745AJ056;D;21;30.66693451
1745AJ056;D;22;26.64925673
1745AJ056;D;23;23.03334673
1745AJ056;D;24;19.8192045
1745AJ056;D;25;17.00683005
1745AJ056;D;26;14.1944556
1745AJ056;D;27;11.78384894
1745AJ056;D;28;9.373242266
1745AJ056;D;29;6.962635597
1745AJ056;D;30;27.85456006
1745AJ056;D;31;77.27199679
1745AJ056;D;32;79.07995179
1745AJ056;D;33;79.07995179
1745AJ056;D;34;79.07995179
1745AJ056;D;35;79.07995179
1745AJ056;D;36;79.07995179
1745AJ056;D;37;79.07995179
1745AJ056;D;38;79.48171957
1745AJ056;D;39;79.07995179
1745AJ056;D;40;79.07995179
1745AJ056;D;41;79.07995179
1745AJ056;D;42;79.07995179
1745AJ056;D;43;78.67818401
1745AJ058;D;1;94.14624347
1745AJ058;D;5;93.74447569
1745AJ058;D;7;93.34270791
1745AJ058;D;8;93.74447569
1745AJ058;D;10;85.30735235
1745AJ058;D;11;85.30735235
1745AJ058;D;12;85.30735235
1745AJ058;D;13;85.30735235
1745AJ058;D;14;85.70912013
1745AJ058;D;15;85.70912013
1745AJ058;D;16;72.85255123
1745AJ058;D;17;62.00482121
1745AJ064;WW;1;86.91442346
1745AJ064;WW;5;87.31619124
1745AJ064;WW;7;86.11088791
1745AJ064;WW;8;86.51265569
1745AJ064;WW;10;78.07553234
1745AJ064;WW;11;78.07553234
1745AJ064;WW;12;78.07553234
1745AJ064;WW;13;78.07553234
1745AJ064;WW;14;78.07553234
1745AJ064;WW;15;78.07553234
1745AJ064;WW;16;78.07553234
1745AJ064;WW;17;78.07553234
1745AJ064;WW;18;78.07553234
1745AJ064;WW;19;78.07553234
1745AJ064;WW;20;78.07553234
1745AJ064;WW;21;77.67376456
1745AJ064;WW;22;77.67376456
1745AJ064;WW;23;78.07553234
1745AJ064;WW;24;78.07553234
1745AJ064;WW;25;78.07553234
1745AJ064;WW;26;77.67376456
1745AJ064;WW;27;77.27199679
1745AJ064;WW;28;78.07553234
1745AJ064;WW;29;77.67376456
1745AJ064;WW;30;77.67376456
1745AJ064;WW;31;78.07553234
1745AJ064;WW;32;77.87464845
1745AJ064;WW;33;77.87464845
1745AJ064;WW;34;77.87464845
1745AJ064;WW;35;77.87464845
1745AJ064;WW;36;77.87464845
1745AJ070;WW;1;80.88790679
1745AJ070;WW;5;84.50381679
1745AJ070;WW;7;80.08437123
1745AJ070;WW;8;80.48613901
1745AJ070;WW;10;72.04901567
1745AJ070;WW;11;72.45078345
1745AJ070;WW;12;72.04901567
1745AJ070;WW;13;72.45078345
1745AJ070;WW;14;72.04901567
1745AJ070;WW;15;72.45078345
1745AJ074;D;1;87.71795902
1745AJ074;D;5;88.52149458
1745AJ074;D;7;86.91442346
1745AJ074;D;8;87.31619124
1745AJ074;D;10;78.8790679
1745AJ074;D;11;78.8790679
1745AJ074;D;12;79.28083568
1745AJ074;D;13;79.28083568
1745AJ074;D;14;78.8790679
1745AJ074;D;15;78.8790679
1745AJ074;D;16;66.022499
1745AJ074;D;17;54.77300121
1745AJ074;D;18;46.73764564
1745AJ074;D;19;39.90759341
1745AJ074;D;20;34.68461229
1745AJ074;D;21;29.46163118
1745AJ074;D;22;25.44395339
1745AJ074;D;23;21.82804339
1745AJ074;D;24;19.01566894
1745AJ074;D;25;16.2032945
1745AJ074;D;26;13.79268783
1745AJ074;D;27;11.38208116
1745AJ074;D;28;8.971474488
1745AJ074;D;29;6.962635597
1745AJ074;D;30;27.85456006
1745AJ074;D;31;76.06669345
1745AJ079;D;1;86.91442346
1745AJ079;D;5;90.53033347
1745AJ079;D;7;86.51265569
1745AJ079;D;8;86.51265569
1745AJ079;D;10;78.47730012
1745AJ079;D;11;78.47730012
1745AJ079;D;12;78.47730012
1745AJ079;D;13;78.47730012
1745AJ079;D;14;78.47730012
1745AJ079;D;15;78.47730012
1745AJ079;D;16;68.43310566
1745AJ079;D;17;59.19244677
1745AJ079;D;18;51.96062676
1745AJ079;D;19;47.13941342
1745AJ079;D;20;41.9164323
1745AJ079;D;21;36.69345119
1745AJ079;D;22;31.87223785
1745AJ079;D;23;27.85456006
1745AJ079;D;24;24.23865006
1745AJ079;D;25;20.62274006
1745AJ079;D;26;17.81036561
1745AJ079;D;27;14.99799116
1745AJ079;D;28;12.18561671
1745AJ079;D;29;9.373242266
1745AJ079;D;30;29.86339896
1745AJ079;D;31;75.26315789
1745AJ079;D;32;78.27641623
1745AJ079;D;33;78.27641623
1745AJ079;D;34;78.27641623
1745AJ079;D;35;78.27641623
1745AJ079;D;36;77.87464845
1745AJ081;D;1;91.33386902
1745AJ081;D;5;91.33386902
1745AJ081;D;7;90.53033347
1745AJ081;D;8;90.93210125
1745AJ081;D;10;82.4949779
1745AJ081;D;11;82.89674568
1745AJ081;D;12;82.4949779
1745AJ081;D;13;82.4949779
1745AJ081;D;14;82.4949779
1745AJ081;D;15;82.89674568
1745AJ081;D;16;70.04017678
1745AJ081;D;17;59.59421454
1745AJ081;D;18;52.36239454
1745AJ081;D;19;47.5411812
1745AJ081;D;20;42.71996786
1745AJ081;D;21;37.49698674
1745AJ081;D;22;33.07754118
1745AJ081;D;23;28.65809562
1745AJ081;D;24;25.04218562
1745AJ081;D;25;21.82804339
1745AJ081;D;26;19.01566894
1745AJ081;D;27;15.80152672
1745AJ082;WW;1;91.33386902
1745AJ082;WW;5;94.94977903
1745AJ082;WW;7;90.93210125
1745AJ082;WW;8;90.93210125
1745AJ082;WW;10;82.89674568
1745AJ082;WW;11;82.89674568
1745AJ082;WW;12;82.4949779
1745AJ082;WW;13;82.4949779
1745AJ082;WW;14;82.89674568
1745AJ082;WW;15;82.4949779
1745AJ082;WW;16;82.89674568
1745AJ082;WW;17;82.4949779
1745AJ082;WW;18;82.4949779
1745AJ082;WW;19;82.4949779
1745AJ082;WW;20;82.4949779
1745AJ082;WW;21;82.4949779
1745AJ082;WW;22;82.4949779
1745AJ083;D;1;82.09321012
1745AJ083;D;5;84.10204902
1745AJ083;D;7;81.69144235
1745AJ083;D;8;81.69144235
1745AJ083;D;10;73.65608678
1745AJ083;D;11;73.254319
1745AJ083;D;12;73.254319
1745AJ083;D;13;73.65608678
1745AJ083;D;14;73.65608678
1745AJ083;D;15;73.254319
1745AJ083;D;16;62.40658899
1745AJ083;D;17;52.76416231
1745AJ083;D;18;44.32703897
1745AJ083;D;19;39.10405785
1745AJ083;D;20;33.47930896
1745AJ083;D;21;27.85456006
1745AJ083;D;22;23.03334673
1745AJ083;D;23;18.61390117
1745AJ083;D;24;14.99799116
1745AJ083;D;25;11.78384894
1745AJ083;D;26;8.971474488
1745AJ083;D;27;6.15910004
1745AJ083;D;28;3.748493371
1745AJ083;D;29;1.337886701
1745AJ083;D;30;21.82804339
1745AJ083;D;31;70.04017678
1745AJ083;D;32;73.45520289
1745AJ083;D;33;73.05343511
1745AJ083;D;34;73.45520289
1745AJ083;D;35;73.05343511
1745AJ083;D;36;73.05343511
1745AJ083;D;37;73.05343511
1745AJ083;D;38;73.45520289
1745AJ084;D;1;89.32503013
1745AJ084;D;5;91.33386902
1745AJ084;D;7;88.52149458
1745AJ084;D;8;88.92326235
1745AJ084;D;10;80.88790679
1745AJ084;D;11;80.88790679
1745AJ084;D;12;80.88790679
1745AJ084;D;13;80.48613901
1745AJ084;D;14;80.88790679
1745AJ084;D;15;80.88790679
1745AJ084;D;16;69.23664122
1745AJ084;D;17;59.19244677
1745AJ085;D;1;91.33386902
1745AJ085;D;5;92.13740458
1745AJ085;D;7;90.53033347
1745AJ085;D;8;90.53033347
1745AJ085;D;10;82.89674568
1745AJ085;D;11;82.4949779
1745AJ085;D;12;82.89674568
1745AJ085;D;13;82.89674568
1745AJ085;D;14;82.4949779
1745AJ085;D;15;82.89674568
1745AJ085;D;16;70.04017678
1745AJ085;D;17;59.19244677
1745AJ085;D;18;52.36239454
1745AJ085;D;19;46.73764564
1745AJ085;D;20;42.31820008
1745AJ085;D;21;36.69345119
1745AJ085;D;22;31.87223785
1745AJ085;D;23;27.85456006
1745AJ085;D;24;24.64041784
1745AJ085;D;25;21.82804339
1745AJ085;D;26;19.41743672
1745AJ085;D;27;17.00683005
1745AJ085;D;28;14.59622338
1745AJ085;D;29;12.58738449
1745AJ085;D;30;33.88107674
1745AJ085;D;31;79.68260346
1745AJ085;D;32;82.29409401
1745AJ085;D;33;82.29409401
1745AJ085;D;34;82.69586179
1745AJ085;D;35;82.69586179
1745AJ085;D;36;82.29409401
1745AJ085;D;37;82.69586179
1745AJ085;D;38;82.29409401
1745AJ085;D;39;82.29409401
1745AJ085;D;40;82.29409401
1745AJ085;D;41;82.29409401
1745AJ085;D;42;82.29409401
1745AJ085;D;43;82.29409401
1745AJ085;D;44;82.29409401
1745AJ090;WW;1;93.74447569
1745AJ090;WW;5;93.74447569
1745AJ090;WW;7;92.94094014
1745AJ090;WW;8;92.94094014
1745AJ090;WW;10;84.90558457
1745AJ090;WW;11;84.90558457
1745AJ090;WW;12;84.90558457
1745AJ090;WW;13;84.90558457
1745AJ090;WW;14;84.90558457
1745AJ090;WW;15;84.90558457
1745AJ090;WW;16;84.50381679
1745AJ090;WW;17;85.30735235
1745AJ090;WW;18;84.90558457
1745AJ090;WW;19;84.90558457
1745AJ090;WW;20;84.90558457
1745AJ090;WW;21;84.50381679
1745AJ090;WW;22;84.50381679
1745AJ090;WW;23;84.90558457
1745AJ090;WW;24;84.50381679
1745AJ090;WW;25;84.90558457
1745AJ090;WW;26;84.50381679
1745AJ090;WW;27;84.50381679
1745AJ090;WW;28;84.90558457
1745AJ090;WW;29;84.50381679
1745AJ090;WW;30;84.50381679
1745AJ090;WW;31;84.90558457
1745AJ090;WW;32;85.10646846
1745AJ090;WW;33;85.10646846
1745AJ090;WW;34;84.70470068
1745AJ090;WW;35;85.10646846
1745AJ090;WW;36;84.70470068
1745AJ094;D;1;90.12856569
1745AJ094;D;5;91.7356368
1745AJ094;D;7;89.32503013
1745AJ094;D;8;89.72679791
1745AJ094;D;10;81.28967457
1745AJ094;D;11;81.69144235
1745AJ094;D;12;81.69144235
1745AJ094;D;13;81.69144235
1745AJ094;D;14;81.28967457
1745AJ094;D;15;81.69144235
1745AJ094;D;16;70.84371233
1745AJ094;D;17;61.20128566
1745AJ094;D;18;52.36239454
1745AJ094;D;19;46.73764564
1745AJ094;D;20;41.9164323
1745AJ098;WW;1;80.88790679
1745AJ098;WW;5;84.50381679
1745AJ098;WW;7;80.48613901
1745AJ098;WW;8;80.48613901
1745AJ098;WW;10;72.04901567
1745AJ098;WW;11;72.45078345
1745AJ098;WW;12;72.04901567
1745AJ098;WW;13;72.45078345
1745AJ098;WW;14;72.04901567
1745AJ098;WW;15;72.04901567
1745AJ101;D;1;79.68260346
1745AJ101;D;5;83.70028124
1745AJ101;D;7;79.28083568
1745AJ101;D;8;79.28083568
1745AJ101;D;10;70.84371233
1745AJ101;D;11;70.84371233
1745AJ101;D;12;71.24548011
1745AJ101;D;13;71.24548011
1745AJ101;D;14;70.84371233
1745AJ101;D;15;71.24548011
1745AJ101;D;16;60.3977501
1745AJ101;D;17;51.1570912
1745AJ104;D;1;88.92326235
1745AJ104;D;5;89.72679791
1745AJ104;D;7;88.52149458
1745AJ104;D;8;88.52149458
1745AJ104;D;10;80.48613901
1745AJ104;D;11;80.08437123
1745AJ104;D;12;80.08437123
1745AJ104;D;13;80.48613901
1745AJ104;D;14;80.48613901
1745AJ104;D;15;80.08437123
1745AJ104;D;16;68.03133789
1745AJ104;D;17;57.18360787
1745AJ104;D;18;49.14825231
1745AJ104;D;19;43.12173564
1745AJ104;D;20;37.49698674
1745AJ104;D;21;31.06870229
1745AJ104;D;22;25.84572117
1745AJ105;D;1;92.94094014
1745AJ105;D;5;94.14624347
1745AJ105;D;7;92.13740458
1745AJ105;D;8;92.53917236
1745AJ105;D;10;84.10204902
1745AJ105;D;11;84.10204902
1745AJ105;D;12;84.50381679
1745AJ105;D;13;84.50381679
1745AJ105;D;14;84.50381679
1745AJ105;D;15;84.10204902
1745AJ105;D;16;73.65608678
1745AJ105;D;17;64.81719566
1745AJ105;D;18;56.38007232
1745AJ105;D;19;50.75532342
1745AJ105;D;20;45.53234231
1745AJ105;D;21;40.30936119
1745AJ105;D;22;35.48814785
1745AJ105;D;23;30.66693451
1745AJ105;D;24;26.24748895
1745AJ105;D;25;22.22981117
1745AJ105;D;26;18.61390117
1745AJ105;D;27;15.39975894
1745AJ107;D;1;93.74447569
1745AJ107;D;5;97.3603857
1745AJ107;D;7;93.34270791
1745AJ107;D;8;93.34270791
1745AJ107;D;10;85.30735235
1745AJ107;D;11;85.30735235
1745AJ107;D;12;84.90558457
1745AJ107;D;13;85.30735235
1745AJ107;D;14;85.30735235
1745AJ107;D;15;85.30735235
1745AJ107;D;16;74.86139012
1745AJ107;D;17;65.62073122
1745AJ107;D;18;57.18360787
1745AJ107;D;19;49.95178787
1745AJ107;D;20;44.72880675
1745AJ107;D;21;39.50582563
1745AJ107;D;22;34.28284452
1745AJ107;D;23;29.86339896
1745AJ107;D;24;25.44395339
1745AJ107;D;25;21.82804339
1745AJ107;D;26;18.61390117
1745AJ107;D;27;15.39975894
1745AJ107;D;28;12.58738449
1745AJ107;D;29;9.775010044
1745AJ110;D;1;80.08437123
1745AJ110;D;5;84.10204902
1745AJ110;D;7;80.08437123
1745AJ110;D;8;79.68260346
1745AJ110;D;10;71.24548011
1745AJ110;D;11;71.64724789
1745AJ110;D;12;71.64724789
1745AJ110;D;13;71.64724789
1745AJ110;D;14;71.64724789
1745AJ110;D;15;71.24548011
1745AJ110;D;16;62.40658899
1745AJ110;D;17;53.96946565
1745AJ110;D;18;46.33587786
1745AJ110;D;19;41.11289675
1745AJ110;D;20;36.29168341
1745AJ110;D;21;31.47047007
1745AJ110;D;22;27.05102451
1745AJ110;D;23;23.03334673
1745AJ110;D;24;19.41743672
1745AJ110;D;25;15.80152672
1745AJ110;D;26;12.98915227
1745AJ110;D;27;9.775010044
1745AJ110;D;28;6.962635597
1745AJ110;D;29;4.552028927
1745AJ110;D;30;24.64041784
1745AJ110;D;31;69.23664122
1745AJ110;D;32;71.04459622
1745AJ110;D;33;71.04459622
1745AJ110;D;34;71.84813178
1745AJ111;WW;1;88.92326235
1745AJ111;WW;5;92.13740458
1745AJ111;WW;7;88.52149458
1745AJ111;WW;8;88.52149458
1745AJ111;WW;10;79.68260346
1745AJ111;WW;11;80.48613901
1745AJ111;WW;12;80.48613901
1745AJ111;WW;13;80.48613901
1745AJ111;WW;14;80.48613901
1745AJ111;WW;15;80.08437123
1745AJ112;D;1;82.4949779
1745AJ112;D;5;84.50381679
1745AJ112;D;7;82.09321012
1745AJ112;D;8;82.09321012
1745AJ112;D;10;73.65608678
1745AJ112;D;11;74.05785456
1745AJ112;D;12;73.65608678
1745AJ112;D;13;73.65608678
1745AJ112;D;14;73.65608678
1745AJ112;D;15;74.05785456
1745AJ112;D;16;63.61189233
1745AJ112;D;17;54.37123343
1745AJ112;D;18;45.93411008
1745AJ112;D;19;41.11289675
1745AJ112;D;20;36.29168341
1745AJ112;D;21;31.47047007
1745AJ112;D;22;27.05102451
1745AJ112;D;23;23.4351145
1745AJ112;D;24;19.8192045
1745AJ112;D;25;17.00683005
1745AJ112;D;26;14.59622338
1745AJ112;D;27;12.18561671
1745AJ112;D;28;9.775010044
1745AJ112;D;29;8.167938931
1745AJ112;D;30;29.0598634
1745AJ112;D;31;71.64724789
1745AJ112;D;32;73.45520289
1745AJ112;D;33;73.85697067
1745AJ112;D;34;73.85697067
1745AJ112;D;35;74.25873845
1745AJ112;D;36;73.85697067
1745AJ112;D;37;73.85697067
1745AJ112;D;38;73.85697067
1745AJ112;D;39;73.45520289
1745AJ112;D;40;73.85697067
1745AJ112;D;41;73.45520289
1745AJ112;D;42;73.45520289
1745AJ112;D;43;73.45520289
1745AJ112;D;44;73.85697067
1745AJ113;D;1;86.11088791
1745AJ113;D;5;87.31619124
1745AJ113;D;7;85.70912013
1745AJ113;D;8;85.30735235
1745AJ113;D;10;77.67376456
1745AJ113;D;11;77.27199679
1745AJ113;D;12;77.67376456
1745AJ113;D;13;77.67376456
1745AJ113;D;14;77.67376456
1745AJ113;D;15;77.27199679
1745AJ113;D;16;66.42426677
1745AJ113;D;17;57.18360787
1745AJ113;D;18;49.95178787
1745AJ113;D;19;45.13057453
1745AJ113;D;20;39.90759341
1745AJ113;D;21;34.68461229
1745AJ113;D;22;30.26516673
1745AJ113;D;23;26.24748895
1745AJ113;D;24;22.63157895
1745AJ116;WW;1;83.70028124
1745AJ116;WW;5;88.1197268
1745AJ116;WW;7;83.29851346
1745AJ116;WW;8;83.29851346
1745AJ116;WW;10;74.86139012
1745AJ116;WW;11;74.86139012
1745AJ116;WW;12;74.86139012
1745AJ116;WW;13;75.26315789
1745AJ116;WW;14;75.26315789
1745AJ116;WW;15;75.26315789
1745AJ116;WW;16;74.86139012
1745AJ116;WW;17;75.26315789
1745AJ116;WW;18;74.86139012
1745AJ116;WW;19;75.26315789
1745AJ116;WW;20;74.86139012
1745AJ116;WW;21;74.86139012
1745AJ116;WW;22;74.86139012
1745AJ116;WW;23;74.86139012
1745AJ116;WW;24;74.86139012
1745AJ116;WW;25;75.26315789
1745AJ116;WW;26;74.86139012
1745AJ116;WW;27;74.86139012
1745AJ116;WW;28;74.86139012
1745AJ116;WW;29;75.26315789
1745AJ122;WW;1;77.27199679
1745AJ122;WW;5;78.07553234
1745AJ122;WW;7;76.87022901
1745AJ122;WW;8;76.87022901
1745AJ122;WW;10;68.43310566
1745AJ122;WW;11;68.83487344
1745AJ122;WW;12;68.83487344
1745AJ122;WW;13;68.83487344
1745AJ122;WW;14;68.83487344
1745AJ122;WW;15;68.43310566
1745AJ122;WW;16;68.03133789
1745AJ122;WW;17;68.83487344
1745AJ122;WW;18;68.43310566
1745AJ122;WW;19;68.43310566
1745AJ122;WW;20;68.83487344
1745AJ122;WW;21;68.83487344
1745AJ122;WW;22;68.43310566
1745AJ122;WW;23;68.43310566
1745AJ122;WW;24;68.43310566
1745AJ122;WW;25;68.83487344
1745AJ122;WW;26;68.43310566
1745AJ122;WW;27;68.43310566
1745AJ122;WW;28;68.43310566
1745AJ122;WW;29;68.43310566
1745AJ122;WW;30;68.83487344
1745AJ122;WW;31;68.43310566
1745AJ122;WW;32;68.63398955
1745AJ122;WW;33;68.63398955
